conflict_id,dyad_id,location,gwno_loc,year,side_a,side_b,start_date,side_a_2nd,side_b_2nd,type_of_conflict,incompatibility,territory_name,intensity_level,version,bilateral_negotiations,mediated_negotiations,peace_effort,agreement,bilateral_negotiations_dummy,mediated_negotiations_dummy,peace_effort_dummy,agreement_dummy,best_fatality_estimate,duration,pko,pko_name,pko_troops,pko_total,v2x_polyarchy,v2stfisccap,v2csprtcpt,territorial,international_war,active,low,none
327,714,Angola,540,1991,Government of Angola,UNITA,11.11.1975,,,3,2,,1,20.1,0,2,2,1,0,1,1,1,491,16,1,UNAVEM,359,449,0.09,-0.18,-1.74,0,0,1,0,0
327,714,Angola,540,1992,Government of Angola,UNITA,11.11.1975,,,3,2,,2,20.1,0,2,2,1,0,1,1,1,2321,17,1,UNAVEM,890,1327,0.10,-0.18,0.26,0,0,1,0,0
327,714,Angola,540,1993,Government of Angola,UNITA,11.11.1975,,,3,2,,2,20.1,0,4,4,0,0,1,1,0,12054,18,1,UNAVEM,14,224,0.16,-0.18,0.54,0,0,1,0,0
327,714,Angola,540,1994,Government of Angola,UNITA,11.11.1975,,,3,2,,2,20.1,0,1,1,1,0,1,1,1,3924,19,1,UNAVEM,12,87,0.16,-0.18,0.54,0,0,1,0,0
327,714,Angola,540,1995,Government of Angola,UNITA,11.11.1975,,,3,2,,1,20.1,0,4,4,0,0,1,1,0,162,20,1,UNAVEM,5836,6437,0.16,-0.18,0.54,0,0,1,0,0
327,714,Angola,540,1996,Government of Angola,UNITA,11.11.1975,,,3,2,,0,20.1,0,1,1,1,0,1,1,1,2,21,1,UNAVEM,6713,7294,0.16,-0.18,0.54,0,0,0,1,0
327,714,Angola,540,1997,Government of Angola,UNITA,11.11.1975,,,3,2,,0,20.1,1,0,1,0,1,0,1,0,0,22,1,UNAVEM,6007,6630,0.16,-0.18,0.54,0,0,0,1,0
327,714,Angola,540,1998,Government of Angola,UNITA,11.11.1975,,,3,2,,2,20.1,1,0,1,0,1,0,1,0,1041,23,0,,0,0,0.16,-0.18,0.54,0,0,1,0,0
327,714,Angola,540,1999,Government of Angola,UNITA,11.11.1975,Government of Namibia,,4,2,,2,20.1,0,0,0,0,0,0,0,0,2273,24,0,,0,0,0.15,-0.18,0.54,0,1,1,0,0
327,714,Angola,540,2000,Government of Angola,UNITA,11.11.1975,Government of Namibia,,4,2,,2,20.1,0,0,0,0,0,0,0,0,1000,25,0,,0,0,0.15,-0.18,0.54,0,1,1,0,0
327,714,Angola,540,2001,Government of Angola,UNITA,11.11.1975,Government of Namibia,,4,2,,2,20.1,0,0,0,0,0,0,0,0,1123,26,0,,0,0,0.16,-0.18,0.54,0,1,1,0,0
327,714,Angola,540,2002,Government of Angola,UNITA,11.11.1975,Government of Namibia,,4,2,,1,20.1,4,1,5,3,1,1,1,1,470,27,0,,0,0,0.16,-0.18,0.22,0,1,1,0,0
327,714,Angola,540,2003,Government of Angola,UNITA,11.11.1975,,,3,2,,0,20.1,0,0,0,0,0,0,0,0,0,28,0,,0,0,0.17,-0.18,-0.30,0,0,0,0,1
327,714,Angola,540,2004,Government of Angola,UNITA,11.11.1975,,,3,2,,0,20.1,0,0,0,0,0,0,0,0,0,29,0,,0,0,0.18,-0.18,-0.30,0,0,0,0,1
327,714,Angola,540,2013,Government of Angola,UNITA,11.11.1975,,,3,2,,0,20.1,0,0,0,0,0,0,0,0,2,38,0,,0,0,0.30,-0.18,-0.46,0,0,0,1,0
327,714,Angola,540,2014,Government of Angola,UNITA,11.11.1975,,,3,2,,0,20.1,0,0,0,0,0,0,0,0,0,39,0,,0,0,0.30,-0.18,-0.46,0,0,0,0,1
327,714,Angola,540,2015,Government of Angola,UNITA,11.11.1975,,,3,2,,0,20.1,0,0,0,0,0,0,0,0,0,40,0,,0,0,0.30,-0.18,-0.46,0,0,0,0,1
387,831,Angola,540,1991,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,0,1,UNAVEM,359,449,0.09,-0.18,-1.74,1,0,1,0,0
387,831,Angola,540,1992,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,1,1,UNAVEM,890,1327,0.10,-0.18,0.26,1,0,0,1,0
387,831,Angola,540,1993,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,2,1,UNAVEM,14,224,0.16,-0.18,0.54,1,0,0,0,1
387,831,Angola,540,1994,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,3,1,UNAVEM,12,87,0.16,-0.18,0.54,1,0,1,0,0
387,831,Angola,540,1995,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,4,4,1,0,1,1,1,4,4,1,UNAVEM,5836,6437,0.16,-0.18,0.54,1,0,0,1,0
387,831,Angola,540,1996,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,2,2,2,0,1,1,1,0,5,1,UNAVEM,6713,7294,0.16,-0.18,0.54,1,0,0,0,1
387,831,Angola,540,1997,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,6,1,UNAVEM,6007,6630,0.16,-0.18,0.54,1,0,1,0,0
387,831,Angola,540,1998,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,21,7,0,,0,0,0.16,-0.18,0.54,1,0,0,1,0
387,831,Angola,540,1999,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,8,0,,0,0,0.15,-0.18,0.54,1,0,0,0,1
387,831,Angola,540,2000,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,9,0,,0,0,0.15,-0.18,0.54,1,0,0,0,1
387,831,Angola,540,2001,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,10,0,,0,0,0.16,-0.18,0.54,1,0,0,1,0
387,831,Angola,540,2002,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,11,0,,0,0,0.16,-0.18,0.22,1,0,1,0,0
387,831,Angola,540,2003,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,12,0,,0,0,0.17,-0.18,-0.30,1,0,0,0,1
387,831,Angola,540,2004,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,13,0,,0,0,0.18,-0.18,-0.30,1,0,0,1,0
387,831,Angola,540,2005,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,14,0,,0,0,0.18,-0.18,-0.30,1,0,0,0,1
387,831,Angola,540,2006,Government of Angola,FLEC-R,03.06.1991,,,3,1,Cabinda,0,20.1,1,2,3,2,1,1,1,1,0,15,0,,0,0,0.18,-0.18,-0.30,1,0,0,0,1
387,832,Angola,540,1989,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,0,1,UNAVEM,18,18,0.07,-0.18,-3.13,1,0,0,1,0
387,832,Angola,540,1990,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,1,1,UNAVEM,67,67,0.08,-0.18,-3.13,1,0,0,0,1
387,832,Angola,540,1991,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,2,1,UNAVEM,359,449,0.09,-0.18,-1.74,1,0,0,0,1
387,832,Angola,540,1992,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,3,1,UNAVEM,890,1327,0.10,-0.18,0.26,1,0,1,0,0
387,832,Angola,540,1993,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,4,1,UNAVEM,14,224,0.16,-0.18,0.54,1,0,0,0,1
387,832,Angola,540,1994,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,1,1,0,0,1,1,0,25,5,1,UNAVEM,12,87,0.16,-0.18,0.54,1,0,1,0,0
387,832,Angola,540,1995,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,6,1,UNAVEM,5836,6437,0.16,-0.18,0.54,1,0,1,0,0
387,832,Angola,540,1996,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,3,3,1,0,1,1,1,29,7,1,UNAVEM,6713,7294,0.16,-0.18,0.54,1,0,1,0,0
387,832,Angola,540,1997,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,26,8,1,UNAVEM,6007,6630,0.16,-0.18,0.54,1,0,1,0,0
387,832,Angola,540,1998,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,9,0,,0,0,0.16,-0.18,0.54,1,0,1,0,0
387,832,Angola,540,1999,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,10,0,,0,0,0.15,-0.18,0.54,1,0,0,0,1
387,832,Angola,540,2000,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,5,11,0,,0,0,0.15,-0.18,0.54,1,0,0,1,0
387,832,Angola,540,2001,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,1,0,1,0,1,0,1,0,2,12,0,,0,0,0.16,-0.18,0.54,1,0,0,1,0
387,832,Angola,540,2002,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,31,13,0,,0,0,0.16,-0.18,0.22,1,0,1,0,0
387,832,Angola,540,2003,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,1,1,0,0,1,1,0,25,14,0,,0,0,0.17,-0.18,-0.30,1,0,1,0,0
387,832,Angola,540,2004,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,15,0,,0,0,0.18,-0.18,-0.30,1,0,1,0,0
387,832,Angola,540,2005,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,8,16,0,,0,0,0.18,-0.18,-0.30,1,0,0,1,0
387,832,Angola,540,2006,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,3,17,0,,0,0,0.18,-0.18,-0.30,1,0,0,1,0
387,832,Angola,540,2007,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,18,0,,0,0,0.18,-0.18,-0.39,1,0,1,0,0
387,832,Angola,540,2008,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,8,19,0,,0,0,0.20,-0.18,-0.39,1,0,0,1,0
387,832,Angola,540,2009,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,1,20.1,0,0,0,0,0,0,0,0,25,20,0,,0,0,0.22,-0.18,-0.30,1,0,1,0,0
387,832,Angola,540,2010,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,5,21,0,,0,0,0.31,-0.18,-0.32,1,0,0,1,0
387,832,Angola,540,2011,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,2,22,0,,0,0,0.32,-0.18,-0.32,1,0,0,1,0
387,832,Angola,540,2012,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,2,23,0,,0,0,0.31,-0.18,-0.32,1,0,0,1,0
387,832,Angola,540,2013,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,24,0,,0,0,0.30,-0.18,-0.46,1,0,0,0,1
387,832,Angola,540,2014,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,25,0,,0,0,0.30,-0.18,-0.46,1,0,0,1,0
387,832,Angola,540,2015,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,1,26,0,,0,0,0.30,-0.18,-0.46,1,0,0,1,0
387,832,Angola,540,2016,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,27,0,,0,0,0.30,-0.18,-0.24,1,0,0,0,1
387,832,Angola,540,2017,Government of Angola,FLEC-FAC,04.08.1989,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,28,0,,0,0,0.32,-0.18,-0.23,1,0,0,0,1
387,15993,Angola,540,2010,Government of Angola,FLEC-FAC-TN,08.11.2010,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,2,0,0,,0,0,0.31,-0.18,-0.32,1,0,0,1,0
387,15993,Angola,540,2011,Government of Angola,FLEC-FAC-TN,08.11.2010,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,2,1,0,,0,0,0.32,-0.18,-0.32,1,0,0,1,0
387,15993,Angola,540,2012,Government of Angola,FLEC-FAC-TN,08.11.2010,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,2,2,0,,0,0,0.31,-0.18,-0.32,1,0,0,1,0
387,15993,Angola,540,2013,Government of Angola,FLEC-FAC-TN,08.11.2010,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,3,0,,0,0,0.30,-0.18,-0.46,1,0,0,0,1
387,15993,Angola,540,2014,Government of Angola,FLEC-FAC-TN,08.11.2010,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,4,0,,0,0,0.30,-0.18,-0.46,1,0,0,0,1
387,15993,Angola,540,2015,Government of Angola,FLEC-FAC-TN,08.11.2010,,,3,1,Cabinda,0,20.1,0,0,0,0,0,0,0,0,0,5,0,,0,0,0.30,-0.18,-0.46,1,0,0,1,0
