conflict_id,dyad_id,location,gwno_location,year,side_a_name,side_b_name,start_date,side_a_2nd,side_b_2nd,ext_troop_supp,org,ep_end,ep_end_date,version,bilateral_negotiations,mediated_negotiations,peace_effort,bilateral_negotiations_dummy,mediated_negotiations_dummy,peace_effort_dummy,agreement,agreement_dummy,best_fatality_estimate,duration,pko,pko_name,pko_troops,pko_total,v2x_polyarchy,v2stfisccap,v2csprtcpt,rebel,multiple,active,low,none
4574,5184,Somalia,520,2002,Ali-Gaf subclan of Abgal clan (Hawiye),Mahadade subclan of Abgal clan (Hawiye),18.08.2002,,,0,3,1,23.08.2002,20.1,0,2,2,0,1,1,1,1,37,0,0,,0,0,0.19,-1.95,0.57,0,0,1,0,0
4574,5184,Somalia,520,2003,Ali-Gaf subclan of Abgal clan (Hawiye),Mahadade subclan of Abgal clan (Hawiye),18.08.2002,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.19,-1.95,0.57,0,0,0,0,1
4574,5184,Somalia,520,2004,Ali-Gaf subclan of Abgal clan (Hawiye),Mahadade subclan of Abgal clan (Hawiye),18.08.2002,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.18,-1.95,0.57,0,0,0,0,1
4575,5185,DR Congo (Zaire),490,2002,Alur,Lendu,31.01.2002,,,0,3,1,31.01.2002,20.1,0,1,1,0,1,1,0,0,50,0,1,MONUC,3888,4420,0.16,0.78,1.18,0,0,1,0,0
4575,5185,DR Congo (Zaire),490,2003,Alur,Lendu,31.01.2002,,,0,3,0,31.01.2002,20.1,0,0,0,0,0,0,0,0,13,1,1,MONUC,9981,10649,0.19,-0.09,1.18,0,0,0,1,0
4575,5185,DR Congo (Zaire),490,2004,Alur,Lendu,31.01.2002,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,MONUC,11903,12646,0.18,-0.09,1.18,0,0,0,0,1
4575,5185,DR Congo (Zaire),490,2005,Alur,Lendu,31.01.2002,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,3,1,MONUC,15790,16791,0.20,-0.09,1.18,0,0,0,0,1
4575,5185,DR Congo (Zaire),490,2019,Alur,Lendu,31.01.2002,,,0,3,0,31.01.2002,20.1,0,0,0,0,0,0,0,0,57,17,1,MONUSCO,,,0.33,-0.28,1.02,0,0,1,0,0
4576,5186,Ethiopia,530,2006,Amaro,Guji,16.10.2006,,,0,3,1,16.10.2006,20.1,0,0,0,0,0,0,0,0,30,0,0,,0,0,0.27,-0.64,-0.20,0,0,1,0,0
4576,5186,Ethiopia,530,2007,Amaro,Guji,16.10.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.25,-0.64,-0.20,0,0,0,0,1
4576,5186,Ethiopia,530,2008,Amaro,Guji,16.10.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.27,-0.64,-0.20,0,0,0,0,1
4578,5188,Nigeria,475,1998,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,16.10.2006,20.1,0,0,0,0,0,0,0,0,14,0,0,,0,0,0.23,0.31,1.35,0,0,0,1,0
4578,5188,Nigeria,475,1999,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.35,0.31,1.35,0,0,0,0,1
4578,5188,Nigeria,475,2000,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.46,0.31,1.35,0,0,0,0,1
4578,5188,Nigeria,475,2001,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,16.10.2006,20.1,0,0,0,0,0,0,0,0,3,3,0,,0,0,0.46,0.31,1.35,0,0,0,1,0
4578,5188,Nigeria,475,2002,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,16.10.2006,20.1,0,0,0,0,0,0,0,0,3,4,0,,0,0,0.46,0.31,1.35,0,0,0,1,0
4578,5188,Nigeria,475,2003,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,16.10.2006,20.1,0,0,0,0,0,0,0,0,66,5,0,,0,0,0.44,0.31,1.35,0,0,1,0,0
4578,5188,Nigeria,475,2004,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,1,28.05.2004,20.1,0,0,0,0,0,0,0,0,439,6,0,,0,0,0.44,0.31,1.35,0,0,1,0,0
4578,5188,Nigeria,475,2005,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,28.05.2004,20.1,0,0,0,0,0,0,0,0,2,7,0,,0,0,0.44,0.31,1.35,0,0,0,1,0
4578,5188,Nigeria,475,2006,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,,20.1,0,0,0,0,0,0,0,0,0,8,0,,0,0,0.44,0.31,1.35,0,0,0,0,1
4578,5188,Nigeria,475,2007,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,28.05.2004,20.1,0,0,0,0,0,0,0,0,6,9,0,,0,0,0.40,0.31,1.35,0,0,0,1,0
4578,5188,Nigeria,475,2008,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,,20.1,0,0,0,0,0,0,0,0,0,10,0,,0,0,0.40,0.31,1.35,0,0,0,0,1
4578,5188,Nigeria,475,2009,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,,20.1,0,0,0,0,0,0,0,0,0,11,0,,0,0,0.40,0.31,1.35,0,0,0,0,1
4578,5188,Nigeria,475,2010,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,28.05.2004,20.1,0,0,0,0,0,0,0,0,3,12,0,,0,0,0.42,0.31,1.99,0,0,0,1,0
4578,5188,Nigeria,475,2011,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,28.05.2004,20.1,0,0,0,0,0,0,0,0,4,13,0,,0,0,0.48,0.31,1.99,0,0,0,1,0
4578,5188,Nigeria,475,2012,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,,20.1,0,0,0,0,0,0,0,0,0,14,0,,0,0,0.50,0.31,1.99,0,0,0,0,1
4578,5188,Nigeria,475,2013,Supporters of ANPP,Supporters of PDP,31.10.1998,,,0,2,0,,20.1,0,0,0,0,0,0,0,0,0,15,0,,0,0,0.57,0.31,1.90,0,0,0,0,1
4581,5191,Ethiopia,530,2002,Anuak,Dinka,27.11.2002,,,0,3,1,01.12.2002,20.1,0,0,0,0,0,0,0,0,41,0,0,,0,0,0.26,-0.64,-0.20,0,0,1,0,0
4581,5191,Ethiopia,530,2003,Anuak,Dinka,27.11.2002,,,0,3,0,,20.1,0,1,1,0,1,1,0,0,0,1,0,,0,0,0.26,-0.64,-0.20,0,0,0,0,1
4581,5191,Ethiopia,530,2004,Anuak,Dinka,27.11.2002,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.25,-0.64,-0.20,0,0,0,0,1
4582,5192,Ethiopia,530,1997,Anuak,Nuer,19.01.1997,,,0,3,0,01.12.2002,20.1,0,0,0,0,0,0,0,0,3,0,0,,0,0,0.27,-0.64,-0.20,0,0,0,1,0
4582,5192,Ethiopia,530,1998,Anuak,Nuer,19.01.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.27,-0.64,-0.20,0,0,0,0,1
4582,5192,Ethiopia,530,1999,Anuak,Nuer,19.01.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.27,-0.64,-0.20,0,0,0,0,1
4582,5192,Ethiopia,530,2002,Anuak,Nuer,19.01.1997,,,0,3,0,01.12.2002,20.1,0,0,0,0,0,0,0,0,101,5,0,,0,0,0.26,-0.64,-0.20,0,0,1,0,0
4582,5192,Ethiopia,530,2003,Anuak,Nuer,19.01.1997,,,0,3,1,14.12.2003,20.1,0,1,1,0,1,1,0,0,36,6,0,,0,0,0.26,-0.64,-0.20,0,0,1,0,0
4582,5192,Ethiopia,530,2004,Anuak,Nuer,19.01.1997,,,0,3,0,14.12.2003,20.1,0,1,1,0,1,1,0,0,0,7,0,,0,0,0.25,-0.64,-0.20,0,0,0,1,0
4582,5192,Ethiopia,530,2005,Anuak,Nuer,19.01.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,8,0,,0,0,0.26,-0.64,-0.20,0,0,0,0,1
4582,5192,Ethiopia,530,2006,Anuak,Nuer,19.01.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,9,0,,0,0,0.27,-0.64,-0.20,0,0,0,0,1
4582,5192,Ethiopia,530,2013,Anuak,Nuer,19.01.1997,,,0,3,0,14.12.2003,20.1,0,1,1,0,1,1,0,0,3,16,0,,0,0,0.22,-0.64,-0.55,0,0,0,1,0
4582,5192,Ethiopia,530,2014,Anuak,Nuer,19.01.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,17,0,,0,0,0.23,-0.64,-0.55,0,0,0,0,1
4582,5192,Ethiopia,530,2015,Anuak,Nuer,19.01.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,18,0,,0,0,0.24,-0.64,-0.55,0,0,0,0,1
4582,5192,Ethiopia,530,2016,Anuak,Nuer,19.01.1997,,,0,3,1,24.04.2016,20.1,0,0,0,0,0,0,0,0,28,19,0,,0,0,0.24,-0.64,-0.85,0,0,1,0,0
4582,5192,Ethiopia,530,2017,Anuak,Nuer,19.01.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,20,0,,0,0,0.25,-0.64,-0.38,0,0,0,0,1
4582,5192,Ethiopia,530,2018,Anuak,Nuer,19.01.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,21,0,,0,0,0.31,-0.64,-0.54,0,0,0,0,1
4583,5193,Sudan,625,2006,Agar Dinka,Gok Dinka,18.07.2006,,,0,3,1,18.07.2006,20.1,0,0,0,0,0,0,0,0,60,0,1,UNMIS,8914,10284,0.22,-0.21,0.65,0,0,1,0,0
4583,5193,Sudan,625,2007,Agar Dinka,Gok Dinka,18.07.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,1,UNMIS,8827,10108,0.22,-0.21,0.65,0,0,0,0,1
4583,5193,Sudan,625,2008,Agar Dinka,Gok Dinka,18.07.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,UNMIS,8761,10037,0.21,-0.21,0.65,0,0,0,0,1
4583,5193,South Sudan,625,2014,Agar Dinka,Gok Dinka,18.07.2006,,,0,3,0,18.07.2006,20.1,0,0,0,0,0,0,0,0,5,8,1,UNMISS,10376,11451,0.23,-0.54,0.82,0,0,0,1,0
4583,5193,South Sudan,625,2015,Agar Dinka,Gok Dinka,18.07.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,9,1,UNMISS,11707,13035,0.18,-1.17,-0.22,0,0,0,0,1
4583,5193,South Sudan,625,2016,Agar Dinka,Gok Dinka,18.07.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,10,1,UNMISS,12120,13783,0.18,-1.17,-0.44,0,0,0,0,1
4584,5194,Somalia,520,2006,ARPCT,ARS/UIC,18.02.2006,,,0,1,1,30.08.2006,20.1,0,3,3,0,1,1,3,1,562,0,0,,0,0,0.20,-1.95,0.57,1,0,1,0,0
4584,5194,Somalia,520,2007,ARPCT,ARS/UIC,18.02.2006,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.20,-1.95,0.57,1,0,0,0,1
4584,5194,Somalia,520,2008,ARPCT,ARS/UIC,18.02.2006,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.20,-1.95,0.57,1,0,0,0,1
4585,5195,Uganda,500,2003,Arrow Boys,LRA,28.09.2003,,,0,1,1,16.12.2003,20.1,0,0,0,0,0,0,0,0,71,0,0,,0,0,0.29,0.00,1.32,1,0,1,0,0
4585,5195,Uganda,500,2004,Arrow Boys,LRA,28.09.2003,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.33,0.00,1.32,1,0,0,0,1
4585,5195,Uganda,500,2005,Arrow Boys,LRA,28.09.2003,,,0,1,0,16.12.2003,20.1,0,0,0,0,0,0,0,0,1,2,0,,0,0,0.32,1.87,1.32,1,0,0,1,0
4585,5195,Uganda,500,2006,Arrow Boys,LRA,28.09.2003,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,3,0,,0,0,0.34,1.87,1.34,1,0,0,0,1
4585,5195,Uganda,500,2007,Arrow Boys,LRA,28.09.2003,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,4,0,,0,0,0.37,1.87,1.33,1,0,0,0,1
4587,5197,DR Congo (Zaire),490,2008,Bangadi Militia,LRA,20.10.2008,,,0,1,1,20.10.2008,20.1,0,0,0,0,0,0,0,0,27,0,1,MONUC,16702,18515,0.39,-0.03,1.00,1,0,1,0,0
4587,5197,DR Congo (Zaire),490,2009,Bangadi Militia,LRA,20.10.2008,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,1,1,MONUC,18646,20509,0.40,-0.03,1.01,1,0,0,0,1
4587,5197,DR Congo (Zaire),490,2010,Bangadi Militia,LRA,20.10.2008,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,MONUSCO,17745,19685,0.36,-0.03,0.98,1,0,0,0,1
4589,5199,DR Congo (Zaire),490,2007,Bena Kapuya,Bena Nsimba,20.09.2007,,,0,3,1,22.09.2007,20.1,1,1,2,1,1,1,0,0,25,0,1,MONUC,16661,18417,0.35,-0.03,1.00,0,0,1,0,0
4589,5199,DR Congo (Zaire),490,2008,Bena Kapuya,Bena Nsimba,20.09.2007,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,1,MONUC,16702,18515,0.39,-0.03,1.00,0,0,0,0,1
4589,5199,DR Congo (Zaire),490,2009,Bena Kapuya,Bena Nsimba,20.09.2007,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,MONUC,18646,20509,0.40,-0.03,1.01,0,0,0,0,1
4590,5200,Ethiopia,530,2003,Bi'idyahan subclan of Majerteen clan (Darod),Ismail subclan of Makahil clan (Darod),31.12.2003,,,0,3,1,31.12.2003,20.1,0,0,0,0,0,0,0,0,280,0,0,,0,0,0.26,-0.64,-0.20,0,0,1,0,0
4590,5200,Ethiopia,530,2004,Bi'idyahan subclan of Majerteen clan (Darod),Ismail subclan of Makahil clan (Darod),31.12.2003,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.25,-0.64,-0.20,0,0,0,0,1
4590,5200,Ethiopia,530,2005,Bi'idyahan subclan of Majerteen clan (Darod),Ismail subclan of Makahil clan (Darod),31.12.2003,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.26,-0.64,-0.20,0,0,0,0,1
4592,5202,Uganda,500,2003,Bokora Karimojong,Jie,12.01.2003,,,0,3,1,22.05.2003,20.1,0,0,0,0,0,0,0,0,102,0,0,,0,0,0.29,0.00,1.32,0,0,1,0,0
4592,5202,Uganda,500,2004,Bokora Karimojong,Jie,12.01.2003,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.33,0.00,1.32,0,0,0,0,1
4592,5202,Uganda,500,2005,Bokora Karimojong,Jie,12.01.2003,,,0,3,0,22.05.2003,20.1,0,1,1,0,1,1,1,1,6,2,0,,0,0,0.32,1.87,1.32,0,0,0,1,0
4592,5202,Uganda,500,2006,Bokora Karimojong,Jie,12.01.2003,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,3,0,,0,0,0.34,1.87,1.34,0,0,0,0,1
4592,5202,Uganda,500,2007,Bokora Karimojong,Jie,12.01.2003,,,0,3,1,12.05.2007,20.1,0,0,0,0,0,0,0,0,34,4,0,,0,0,0.37,1.87,1.33,0,0,1,0,0
